ts,machine_id,spindle_speed_rpm,vibration_g,temperature_c,tool_wear_pct,is_running,defect_flag
2025-08-17 13:55:19.992668,1,1258,0.25191453,48.905743,37.2969,1,0
2025-08-17 13:55:49.992668,1,1502,0.2685837,48.038544,24.35027,1,0
2025-08-17 13:56:19.992668,1,899,0.2468291,42.89101,21.17359,1,0
2025-08-17 13:56:49.992668,1,0,0.27858436,37.32064,28.444962,0,0
2025-08-17 13:57:19.992668,1,1719,0.14833026,55.762108,39.339092,1,0
2025-08-17 13:57:49.992668,1,1506,0.2853659,50.67406,26.982151,1,0
2025-08-17 13:58:19.992668,1,1191,0.38290414,44.95226,28.538742,1,0
2025-08-17 13:58:49.992668,1,1878,0.35131255,50.52189,38.387707,1,0
2025-08-17 13:59:19.992668,1,1207,0.14760642,45.322823,39.493958,1,0
2025-08-17 13:59:49.992668,1,982,0.24159051,38.925114,23.63594,1,0
2025-08-17 14:00:19.992668,1,1448,0.21274681,47.415527,41.879864,1,0
2025-08-17 14:00:49.992668,1,1419,0.25487173,49.036488,30.77333,1,0
2025-08-17 14:01:19.992668,1,1253,0.4189054,48.325546,30.500696,1,0
2025-08-17 14:01:49.992668,1,1305,0.26660785,49.17997,27.82616,1,0
2025-08-17 14:02:19.992668,1,1251,0.22156091,49.111034,37.414536,1,0
2025-08-17 14:02:49.992668,1,1248,0.32014036,47.89521,26.604122,1,0
2025-08-17 14:03:19.992668,1,784,0.15235439,41.91239,35.967426,1,0
2025-08-17 14:03:49.992668,1,2121,0.21483856,49.381252,31.46883,1,0
2025-08-17 14:04:19.992668,1,1290,0.32593143,45.732327,34.433563,1,0
2025-08-17 14:04:49.992668,1,1391,0.20095243,52.69195,35.4928,1,0
2025-08-17 14:05:19.992668,1,1981,0.15426716,52.217033,33.504925,1,0
2025-08-17 14:05:49.992668,1,1220,0.24929464,39.82995,39.024776,1,0
2025-08-17 14:06:19.992668,1,1745,0.35863045,47.42509,31.19471,1,0
2025-08-17 14:06:49.992668,1,1961,0.21180946,47.812317,36.97913,1,0
2025-08-17 14:07:19.992668,1,685,0.37560257,42.51803,30.158733,1,0
2025-08-17 14:07:49.992668,1,2008,0.31166905,51.51806,30.62889,1,0
2025-08-17 14:08:19.992668,1,1362,0.28661412,47.01896,35.105022,1,0
2025-08-17 14:08:49.992668,1,1689,0.25434804,55.272285,32.22161,1,0
2025-08-17 14:09:19.992668,1,1980,0.39528704,49.567204,35.074997,1,0
2025-08-17 14:09:49.992668,1,1436,0.14159536,50.2778,21.145771,1,0
2025-08-17 14:10:19.992668,1,734,0.2789981,45.38404,35.052025,1,0
2025-08-17 14:10:49.992668,1,1796,0.36813268,51.08073,29.540884,1,0
2025-08-17 14:11:19.992668,1,0,0.2441111,39.153336,31.682745,0,0
2025-08-17 14:11:49.992668,1,1061,0.2720508,46.14117,17.94701,1,0
2025-08-17 14:12:19.992668,1,1139,0.27075115,46.602043,37.792477,1,0
2025-08-17 14:12:49.992668,1,1624,0.2249581,43.322628,23.371336,1,0
2025-08-17 14:13:19.992668,1,1714,0.18376856,47.658405,31.42893,1,0
2025-08-17 14:13:49.992668,1,2318,0.26359785,55.049736,35.353138,1,0
2025-08-17 14:14:19.992668,1,1566,0.3691236,50.463474,28.054962,1,0
2025-08-17 14:14:49.992668,1,1363,0.111530155,51.148018,34.65651,1,0
2025-08-17 14:15:19.992668,1,1445,0.21106283,51.228336,35.1369,1,0
2025-08-17 14:15:49.992668,1,1632,0.24882254,50.549217,28.825218,1,0
2025-08-17 14:16:19.992668,1,834,0.33981422,39.846413,29.620562,1,0
2025-08-17 14:16:49.992668,1,1469,0.16189985,48.80802,33.974934,1,0
2025-08-17 14:17:19.992668,1,1383,0.21426532,45.487988,26.163576,1,0
2025-08-17 14:17:49.992668,1,1276,0.13527289,45.8054,30.531418,1,0
2025-08-17 14:18:19.992668,1,0,0.0673758,41.543766,36.2702,0,0
2025-08-17 14:18:49.992668,1,1840,0.20037091,46.990765,33.147522,1,0
2025-08-17 14:19:19.992668,1,2449,0.22514206,50.36543,19.292326,1,0
2025-08-17 14:19:49.992668,1,0,0.31811216,37.036194,30.399055,0,0
2025-08-17 14:20:19.992668,1,1887,0.371903,42.06476,26.2064,1,0
2025-08-17 14:20:49.992668,1,0,0.17763665,36.81621,26.990038,0,0
2025-08-17 14:21:19.992668,1,1587,0.32284513,51.100994,33.53305,1,0
2025-08-17 14:21:49.992668,1,2449,0.3311626,50.923485,38.178047,1,0
2025-08-17 14:22:19.992668,1,2058,0.14522806,44.548668,34.977257,1,0
2025-08-17 14:22:49.992668,1,1355,0.23092052,45.40067,27.143845,1,0
2025-08-17 14:23:19.992668,1,1168,0.20638646,38.331722,33.699997,1,0
2025-08-17 14:23:49.992668,1,1656,0.24320729,48.991974,31.64765,1,0
2025-08-17 14:24:19.992668,1,1711,0.26660028,54.684963,38.3808,1,0
2025-08-17 14:24:49.992668,1,1274,0.16983627,47.20927,16.58094,1,0
2025-08-17 14:25:19.992668,1,890,0.3138189,41.032574,31.627403,1,0
2025-08-17 14:25:49.992668,1,1440,0.21740319,45.394093,34.092922,1,0
2025-08-17 14:26:19.992668,1,1210,0.44470784,40.73927,25.131498,1,0
2025-08-17 14:26:49.992668,1,1567,0.2571515,49.299133,38.198288,1,0
2025-08-17 14:27:19.992668,1,1262,0.29706627,45.354565,28.70531,1,0
2025-08-17 14:27:49.992668,1,616,0.27886227,42.26939,35.041656,1,0
2025-08-17 14:28:19.992668,1,1229,0.07157361,49.299778,26.088823,1,0
2025-08-17 14:28:49.992668,1,1404,0.3158484,49.69723,30.787626,1,0
2025-08-17 14:29:19.992668,1,1566,0.29551494,45.20558,28.310637,1,0
2025-08-17 14:29:49.992668,1,1886,0.25656438,47.967815,32.33458,1,0
2025-08-17 14:30:19.992668,1,2103,0.28216276,49.47242,34.464146,1,0
2025-08-17 14:30:49.992668,1,2014,0.21442899,48.787777,27.558199,1,0
2025-08-17 14:31:19.992668,1,2054,0.33068824,45.373344,31.729227,1,0
2025-08-17 14:31:49.992668,1,1568,0.31684524,45.16747,18.703783,1,0
2025-08-17 14:32:19.992668,1,1572,0.4614857,47.25146,30.564934,1,0
2025-08-17 14:32:49.992668,1,2212,0.29722196,51.710583,32.543915,1,0
2025-08-17 14:33:19.992668,1,963,0.40094626,45.36665,30.836786,1,0
2025-08-17 14:33:49.992668,1,2515,0.29191622,50.81074,29.672281,1,0
2025-08-17 14:34:19.992668,1,1840,0.06434101,48.51036,33.482964,1,0
2025-08-17 14:34:49.992668,1,898,0.22914119,41.113743,29.600056,1,0
2025-08-17 14:35:19.992668,1,1821,0.23742288,52.34638,21.123688,1,0
2025-08-17 14:35:49.992668,1,0,0.16862462,41.550007,26.355639,0,0
2025-08-17 14:36:19.992668,1,1434,0.1957947,47.61786,26.441448,1,0
2025-08-17 14:36:49.992668,1,1769,0.45559415,45.523685,37.300053,1,0
2025-08-17 14:37:19.992668,1,436,0.15579773,42.791107,31.80933,1,0
2025-08-17 14:37:49.992668,1,1398,0.3166579,43.010384,28.55364,1,0
2025-08-17 14:38:19.992668,1,1472,0.2428623,47.44995,26.843721,1,0
2025-08-17 14:38:49.992668,1,0,0.19173479,40.296238,29.717321,0,0
2025-08-17 14:39:19.992668,1,1359,0.23166272,49.23659,25.669954,1,0
2025-08-17 14:39:49.992668,1,2158,0.16943285,48.8183,25.688221,1,0
2025-08-17 14:40:19.992668,1,0,0.11641767,45.29406,24.17047,0,0
2025-08-17 14:40:49.992668,1,1173,0.31050813,41.625927,36.614426,1,0
2025-08-17 14:41:19.992668,1,632,0.32774583,43.067123,28.705353,1,0
2025-08-17 14:41:49.992668,1,2038,0.42241916,52.20677,27.272633,1,0
2025-08-17 14:42:19.992668,1,1332,0.14692421,46.962452,22.241917,1,0
2025-08-17 14:42:49.992668,1,1720,0.21246818,50.180813,38.495525,1,0
2025-08-17 14:43:19.992668,1,2128,0.23735188,53.05978,32.313904,1,0
2025-08-17 14:43:49.992668,1,552,0.22215895,43.355675,23.226984,1,0
2025-08-17 14:44:19.992668,1,1732,0.35730496,46.008667,33.27162,1,0
2025-08-17 14:44:49.992668,1,798,0.25762567,44.52711,33.442596,1,0
2025-08-17 14:45:19.992668,1,892,0.11483542,47.421368,28.646873,1,0
2025-08-17 14:45:49.992668,1,1597,0.4080022,47.843204,22.620953,1,0
2025-08-17 14:46:19.992668,1,1339,0.16297753,49.483448,21.599356,1,0
2025-08-17 14:46:49.992668,1,1957,0.14445217,49.106266,35.73951,1,0
2025-08-17 14:47:19.992668,1,1547,0.3529015,50.92163,28.15092,1,0
2025-08-17 14:47:49.992668,1,1753,0.31547877,49.166542,32.65582,1,0
2025-08-17 14:48:19.992668,1,1414,0.34032556,46.828754,28.098345,1,0
2025-08-17 14:48:49.992668,1,0,0.3209214,35.78452,32.93374,0,0
2025-08-17 14:49:19.992668,1,1083,0.35223415,44.63192,31.106472,1,0
2025-08-17 14:49:49.992668,1,1239,0.33348367,48.798294,31.849686,1,0
2025-08-17 14:50:19.992668,1,1785,0.25376138,52.594513,27.020342,1,0
2025-08-17 14:50:49.992668,1,1867,0.27510896,44.28954,21.647482,1,0
2025-08-17 14:51:19.992668,1,1379,0.18561704,43.87665,25.188892,1,0
2025-08-17 14:51:49.992668,1,0,0.09530573,36.37781,25.093538,0,0
2025-08-17 14:52:19.992668,1,1773,0.23674215,46.388245,41.99802,1,0
2025-08-17 14:52:49.992668,1,1234,0.34336823,51.033325,22.60258,1,0
2025-08-17 14:53:19.992668,1,1529,0.29443014,45.77639,27.975512,1,0
2025-08-17 14:53:49.992668,1,1432,0.22012806,43.63929,34.437866,1,0
2025-08-17 14:54:19.992668,1,1919,0.19358315,47.48414,42.24819,1,0
2025-08-17 14:54:49.992668,1,1875,0.2209972,51.1264,33.18178,1,0
2025-08-17 14:55:19.992668,1,1933,0.11011624,45.89298,34.887768,1,0
2025-08-17 14:55:49.992668,1,1119,0.30558088,42.41252,13.066194,1,0
2025-08-17 14:56:19.992668,1,1151,0.35590997,42.35955,22.276234,1,0
2025-08-17 14:56:49.992668,1,1685,0.32463974,49.690056,32.50428,1,0
2025-08-17 14:57:19.992668,1,1786,0.33068165,53.525066,27.23321,1,0
2025-08-17 14:57:49.992668,1,1692,0.22037414,45.959324,27.034441,1,0
2025-08-17 14:58:19.992668,1,1697,0.2319429,48.495243,34.573883,1,0
2025-08-17 14:58:49.992668,1,904,0.31026435,40.469254,37.963764,1,0
2025-08-17 14:59:19.992668,1,1585,0.2930418,48.068863,36.53598,1,0
2025-08-17 14:59:49.992668,1,923,0.26404366,45.840538,29.562185,1,0
2025-08-17 15:00:19.992668,1,1338,0.105203286,49.585045,28.096365,1,0
2025-08-17 15:00:49.992668,1,1551,0.2793682,46.177586,29.844809,1,0
2025-08-17 15:01:19.992668,1,685,0.11392052,42.20552,24.35363,1,0
2025-08-17 15:01:49.992668,1,1428,0.33974826,51.071632,29.393888,1,0
2025-08-17 15:02:19.992668,1,1041,0.15181921,50.18541,34.99837,1,0
2025-08-17 15:02:49.992668,1,1417,0.2559365,46.396793,35.26442,1,0
2025-08-17 15:03:19.992668,1,1362,0.27157354,46.11983,34.05346,1,0
2025-08-17 15:03:49.992668,1,1789,0.1744505,49.914738,36.763866,1,0
2025-08-17 15:04:19.992668,1,1696,0.27999824,46.2078,23.729477,1,0
2025-08-17 15:04:49.992668,1,1373,0.12268763,48.559105,27.350784,1,0
2025-08-17 15:05:19.992668,1,0,0.32966018,39.480896,27.085987,0,0
2025-08-17 15:05:49.992668,1,1909,0.16250968,50.661396,32.92412,1,0
2025-08-17 15:06:19.992668,1,1394,0.21773684,54.17608,30.419724,1,0
2025-08-17 15:06:49.992668,1,1149,0.2530128,44.937443,30.105022,1,0
2025-08-17 15:07:19.992668,1,1578,0.16498938,50.856647,33.65524,1,0
2025-08-17 15:07:49.992668,1,1610,0.18611637,53.48594,32.331295,1,0
2025-08-17 15:08:19.992668,1,1268,0.3371208,46.6836,35.295372,1,0
2025-08-17 15:08:49.992668,1,1660,0.42460057,47.191437,31.570366,1,0
2025-08-17 15:09:19.992668,1,1087,0.20765615,47.29106,36.197216,1,0
2025-08-17 15:09:49.992668,1,1126,0.31026605,42.246517,33.374958,1,0
2025-08-17 15:10:19.992668,1,1936,0.24114132,52.478638,34.92234,1,0
2025-08-17 15:10:49.992668,1,875,0.41013896,44.058823,39.46367,1,0
2025-08-17 15:11:19.992668,1,846,0.20417853,46.631496,31.458874,1,0
2025-08-17 15:11:49.992668,1,2050,0.3121613,51.454876,27.137424,1,0
2025-08-17 15:12:19.992668,1,1629,0.2266808,43.193527,30.316338,1,0
2025-08-17 15:12:49.992668,1,606,0.268816,39.563297,32.167545,1,0
2025-08-17 15:13:19.992668,1,1822,0.15033871,52.433163,27.03401,1,0
2025-08-17 15:13:49.992668,1,877,0.22820832,38.09953,31.848251,1,0
2025-08-17 15:14:19.992668,1,1759,0.1386403,46.27984,33.183678,1,0
2025-08-17 15:14:49.992668,1,0,0.3177663,43.667503,36.65588,0,0
2025-08-17 15:15:19.992668,1,1464,0.22573532,48.45918,28.951906,1,0
2025-08-17 15:15:49.992668,1,1279,0.23952672,43.290134,29.639315,1,0
2025-08-17 15:16:19.992668,1,0,0.28587124,40.418026,32.854935,0,0
2025-08-17 15:16:49.992668,1,659,0.48502022,40.6816,32.612186,1,0
2025-08-17 15:17:19.992668,1,1124,0.30154145,46.449707,27.344646,1,0
2025-08-17 15:17:49.992668,1,1718,0.17662722,48.497337,40.618225,1,0
2025-08-17 15:18:19.992668,1,1320,0.25539988,47.1927,32.850307,1,0
2025-08-17 15:18:49.992668,1,1064,0.38049006,43.005116,32.090286,1,0
2025-08-17 15:19:19.992668,1,1902,0.2298096,50.5318,37.786026,1,0
2025-08-17 15:19:49.992668,1,826,0.17530222,47.27076,33.46285,1,0
2025-08-17 15:20:19.992668,1,2015,0.22908801,50.4365,25.4727,1,0
2025-08-17 15:20:49.992668,1,988,0.11850074,42.284508,38.381855,1,0
2025-08-17 15:21:19.992668,1,982,0.20192209,45.419083,27.121445,1,0
2025-08-17 15:21:49.992668,1,600,0.19536062,43.177425,36.255585,1,0
2025-08-17 15:22:19.992668,1,0,0.15746047,35.40161,37.8549,0,0
2025-08-17 15:22:49.992668,1,770,0.30439785,45.576405,29.367523,1,0
2025-08-17 15:23:19.992668,1,1656,0.23488827,49.93922,30.465496,1,0
2025-08-17 15:23:49.992668,1,1119,0.32767206,43.74266,21.07639,1,0
2025-08-17 15:24:19.992668,1,1658,0.20173411,43.529564,29.96854,1,0
2025-08-17 15:24:49.992668,1,1436,0.3977301,47.846848,31.445238,1,0
2025-08-17 15:25:19.992668,1,1125,0.3617932,45.399567,27.751017,1,0
2025-08-17 15:25:49.992668,1,1525,0.34649226,48.776917,29.229101,1,0
2025-08-17 15:26:19.992668,1,1660,0.34195358,47.39729,29.27517,1,0
2025-08-17 15:26:49.992668,1,1800,0.31423214,47.318657,39.75263,1,0
2025-08-17 15:27:19.992668,1,1168,0.42781565,42.126537,33.279552,1,0
2025-08-17 15:27:49.992668,1,1206,0.34796676,50.90019,22.975975,1,0
2025-08-17 15:28:19.992668,1,1607,0.2751507,48.028748,32.7364,1,0
2025-08-17 15:28:49.992668,1,1191,0.32811072,49.267147,32.18009,1,0
2025-08-17 15:29:19.992668,1,1286,0.16193765,44.296104,27.736822,1,0
2025-08-17 15:29:49.992668,1,1420,0.20025453,49.20412,35.827934,1,0
2025-08-17 15:30:19.992668,1,1543,0.15619174,44.014595,34.150585,1,0
2025-08-17 15:30:49.992668,1,2278,0.2577147,49.34734,25.72511,1,0
2025-08-17 15:31:19.992668,1,1751,0.37667722,47.83466,37.251595,1,0
2025-08-17 15:31:49.992668,1,1014,0.20728727,40.848568,31.049507,1,0
2025-08-17 15:32:19.992668,1,1812,0.19006567,49.736027,28.050154,1,0
2025-08-17 15:32:49.992668,1,1644,0.16435245,45.550762,27.169037,1,0
2025-08-17 15:33:19.992668,1,1404,0.1821521,42.21694,41.472168,1,0
2025-08-17 15:33:49.992668,1,1047,0.27010444,45.230347,28.772219,1,0
2025-08-17 15:34:19.992668,1,1685,0.21491303,51.92391,33.54161,1,0
2025-08-17 15:34:49.992668,1,1739,0.15496698,47.635952,25.5195,1,0
2025-08-17 15:35:19.992668,1,2025,0.23198828,50.717735,43.029747,1,0
2025-08-17 15:35:49.992668,1,1379,0.05,47.086872,28.84977,1,0
2025-08-17 15:36:19.992668,1,0,0.17061494,41.523273,30.98125,0,0
2025-08-17 15:36:49.992668,1,344,0.27346155,42.569897,26.747877,1,0
2025-08-17 15:37:19.992668,1,1113,0.28337523,43.499,30.403976,1,0
2025-08-17 15:37:49.992668,1,1274,0.2171255,45.268326,27.186455,1,0
2025-08-17 15:38:19.992668,1,1506,0.19170147,42.927105,35.28539,1,0
2025-08-17 15:38:49.992668,1,1082,0.23328316,45.02448,35.67304,1,0
2025-08-17 15:39:19.992668,1,1983,0.224668,52.55093,34.540157,1,0
2025-08-17 15:39:49.992668,1,1343,0.24878456,49.304302,26.749943,1,0
2025-08-17 15:40:19.992668,1,1102,0.24752489,39.629524,41.03791,1,0
2025-08-17 15:40:49.992668,1,1022,0.24679291,48.614655,26.423569,1,0
2025-08-17 15:41:19.992668,1,1150,0.06789012,46.60467,31.77654,1,0
2025-08-17 15:41:49.992668,1,1956,0.16033421,44.98259,28.710432,1,0
2025-08-17 15:42:19.992668,1,0,0.24293259,42.76405,37.799866,0,0
2025-08-17 15:42:49.992668,1,1985,0.19876052,50.430187,24.793549,1,0
2025-08-17 15:43:19.992668,1,1525,0.23168138,47.89513,31.937784,1,0
2025-08-17 15:43:49.992668,1,1318,0.18580058,50.486435,25.851366,1,0
2025-08-17 15:44:19.992668,1,968,0.21388723,43.53184,32.171646,1,0
2025-08-17 15:44:49.992668,1,1216,0.29857048,50.013477,24.49896,1,0
2025-08-17 15:45:19.992668,1,1299,0.301335,50.16888,27.848091,1,0
2025-08-17 15:45:49.992668,1,1515,0.3664495,52.972816,34.496864,1,0
2025-08-17 15:46:19.992668,1,1737,0.29454568,48.05389,27.796951,1,0
2025-08-17 15:46:49.992668,1,987,0.2963554,45.378098,28.354753,1,0
2025-08-17 15:47:19.992668,1,1367,0.14275575,49.574,32.297417,1,0
2025-08-17 15:47:49.992668,1,1606,0.317005,45.589066,36.84842,1,0
2025-08-17 15:48:19.992668,1,1443,0.16689585,48.7237,32.414112,1,0
2025-08-17 15:48:49.992668,1,0,0.25242493,39.716885,30.356249,0,0
2025-08-17 15:49:19.992668,1,1512,0.13064511,49.04333,34.406757,1,0
2025-08-17 15:49:49.992668,1,740,0.25627434,49.134125,33.909412,1,0
2025-08-17 15:50:19.992668,1,1251,0.2882472,45.503597,30.696526,1,0
2025-08-17 15:50:49.992668,1,2015,0.21617505,50.856987,23.79508,1,0
2025-08-17 15:51:19.992668,1,1294,0.16118214,47.303947,38.07465,1,0
2025-08-17 15:51:49.992668,1,920,0.16149534,43.23743,26.701853,1,0
2025-08-17 15:52:19.992668,1,1173,0.08247035,47.63217,32.50015,1,0
2025-08-17 15:52:49.992668,1,2172,0.18992756,54.359646,27.944534,1,0
2025-08-17 15:53:19.992668,1,2385,0.22631863,52.304348,27.372812,1,0
2025-08-17 15:53:49.992668,1,2152,0.32651523,48.88563,34.954727,1,0
2025-08-17 15:54:19.992668,1,1946,0.19805875,52.57348,34.228626,1,0
2025-08-17 15:54:49.992668,1,1327,0.1791166,44.105217,30.145214,1,0
2025-08-17 15:55:19.992668,1,1575,0.29614064,53.46042,25.440954,1,0
2025-08-17 15:55:49.992668,1,1958,0.22566208,53.385925,21.14057,1,0
2025-08-17 15:56:19.992668,1,935,0.15604235,43.09167,34.687553,1,0
2025-08-17 15:56:49.992668,1,1913,0.23440439,48.458508,32.84219,1,0
2025-08-17 15:57:19.992668,1,1055,0.24586847,45.89206,28.944038,1,0
2025-08-17 15:57:49.992668,1,1860,0.31224874,50.364334,25.349974,1,0
2025-08-17 15:58:19.992668,1,1641,0.2597204,45.275875,26.379982,1,0
2025-08-17 15:58:49.992668,1,1163,0.17617358,44.903507,38.68576,1,0
2025-08-17 15:59:19.992668,1,1289,0.24887843,46.74993,25.193083,1,0
2025-08-17 15:59:49.992668,1,1598,0.2569865,50.09722,31.33494,1,0
2025-08-17 16:00:19.992668,1,1853,0.17646559,45.9338,33.689445,1,0
2025-08-17 16:00:49.992668,1,1531,0.27783248,45.22974,29.280819,1,0
2025-08-17 16:01:19.992668,1,1753,0.21403392,51.817505,44.17603,1,0
2025-08-17 16:01:49.992668,1,1381,0.26218525,48.043446,39.92062,1,0
2025-08-17 16:02:19.992668,1,993,0.24536128,43.619858,40.91612,1,0
2025-08-17 16:02:49.992668,1,1215,0.2559016,50.266678,31.154114,1,0
2025-08-17 16:03:19.992668,1,1248,0.29819816,44.1129,28.319843,1,0
2025-08-17 16:03:49.992668,1,921,0.2575995,43.52358,33.43208,1,0
2025-08-17 16:04:19.992668,1,1475,0.19113132,47.625042,35.2844,1,0
2025-08-17 16:04:49.992668,1,1915,0.2904339,53.503418,28.040241,1,0
2025-08-17 16:05:19.992668,1,767,0.26605216,44.922714,37.72604,1,0
2025-08-17 16:05:49.992668,1,1806,0.23465428,45.372658,31.475512,1,0
2025-08-17 16:06:19.992668,1,1833,0.21577954,48.36836,33.307007,1,0
2025-08-17 16:06:49.992668,1,1281,0.20874263,47.298946,34.69738,1,0
2025-08-17 16:07:19.992668,1,1205,0.26629376,46.599564,32.102024,1,0
2025-08-17 16:07:49.992668,1,1606,0.24639785,51.4762,38.06052,1,0
2025-08-17 16:08:19.992668,1,1024,0.22957985,45.218174,29.567213,1,0
2025-08-17 16:08:49.992668,1,1177,0.2977154,46.69792,32.425728,1,0
2025-08-17 16:09:19.992668,1,1378,0.093577884,46.393803,37.437588,1,0
2025-08-17 16:09:49.992668,1,1300,0.32941508,48.13745,26.71131,1,0
2025-08-17 16:10:19.992668,1,1273,0.21714331,44.376858,20.765322,1,0
2025-08-17 16:10:49.992668,1,892,0.34950823,44.15093,37.042328,1,0
2025-08-17 16:11:19.992668,1,1648,0.1867947,51.824024,25.31274,1,0
2025-08-17 16:11:49.992668,1,1339,0.29194117,45.167416,34.810276,1,0
2025-08-17 16:12:19.992668,1,725,0.26006776,46.71105,24.34185,1,0
2025-08-17 16:12:49.992668,1,1789,0.30339685,45.30873,35.099735,1,0
2025-08-17 16:13:19.992668,1,1113,0.2620109,40.450363,19.54659,1,0
2025-08-17 16:13:49.992668,1,1601,0.24492432,47.442398,26.221697,1,0
2025-08-17 16:14:19.992668,1,1411,0.28373477,45.749332,34.690434,1,0
2025-08-17 16:14:49.992668,1,1855,0.20785956,51.253143,29.008093,1,0
2025-08-17 16:15:19.992668,1,1135,0.2573492,40.0194,29.462114,1,0
2025-08-17 16:15:49.992668,1,1920,0.1808839,50.884937,35.44211,1,0
2025-08-17 16:16:19.992668,1,1793,0.1980535,49.214367,28.613888,1,0
2025-08-17 16:16:49.992668,1,1206,0.25288507,47.07259,36.769924,1,0
2025-08-17 16:17:19.992668,1,1606,0.30135444,49.98985,44.39303,1,0
2025-08-17 16:17:49.992668,1,2089,0.22183895,53.10241,32.10838,1,0
2025-08-17 16:18:19.992668,1,1988,0.38996652,46.896744,34.87566,1,0
2025-08-17 16:18:49.992668,1,1397,0.057779685,48.2577,31.68098,1,0
2025-08-17 16:19:19.992668,1,2416,0.2585634,51.76341,30.045479,1,0
2025-08-17 16:19:49.992668,1,1411,0.08457162,48.4111,24.769938,1,0
2025-08-17 16:20:19.992668,1,1418,0.25054947,50.343437,28.085564,1,0
2025-08-17 16:20:49.992668,1,1650,0.23556082,45.912544,30.004532,1,0
2025-08-17 16:21:19.992668,1,1541,0.07702246,47.649326,36.359898,1,0
2025-08-17 16:21:49.992668,1,1340,0.19776826,42.5669,21.692183,1,0
2025-08-17 16:22:19.992668,1,1808,0.3725059,51.80374,28.273258,1,0
2025-08-17 16:22:49.992668,1,1557,0.20081817,45.660133,32.70217,1,0
2025-08-17 16:23:19.992668,1,1144,0.2254495,50.284195,28.536385,1,0
2025-08-17 16:23:49.992668,1,1704,0.23653534,52.199215,36.77953,1,0
2025-08-17 16:24:19.992668,1,1582,0.31071508,49.054615,34.180004,1,0
2025-08-17 16:24:49.992668,1,1523,0.19041726,42.52371,27.772152,1,0
2025-08-17 16:25:19.992668,1,716,0.30861196,46.14638,37.439598,1,0
2025-08-17 16:25:49.992668,1,2236,0.19036213,48.34845,25.53302,1,0
2025-08-17 16:26:19.992668,1,1711,0.28909534,43.097076,27.542994,1,0
